category,latitud,longitud,distance
Airport,49.278769,-123.125093,0.6238734447670349
Bar,49.27965,-123.12275,0.5378168843141609
Coffee Shop,49.28062584980809,-123.12012155614605,0.6833853323245406
Design Studio,49.28031577159277,-123.11760294823895,0.7303945359917215
Tech Startup,49.27983537692742,-123.11358015901816,0.6325423162502543
Vegetarian / Vegan Restaurant,49.27875536393652,-123.11659235433211,0.6209439680288199
